Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Orlando Magic,Chicago Bulls,0022200744,109,0.388,0.473,0.353,0.792,42.7,22.7,15.4,6.9,4.8,-3.2,111.6,114.6,0.58,128,0.458,0.487,0.364,0.815,41.7,23.8,13.4,7.5,4.5,-0.4,112.3,112.8,0.585,0,01/28/2023
Detroit Pistons,Houston Rockets,0022200743,114,0.26,0.455,0.357,0.775,42.0,22.4,14.6,7.1,3.5,-7.4,111.0,118.4,0.565,117,0.224,0.449,0.327,0.75,46.6,22.3,17.0,7.2,4.8,-7.7,108.9,116.8,0.551,0,01/28/2023
Utah Jazz,Dallas Mavericks,0022200750,108,0.49,0.473,0.368,0.785,43.8,25.6,15.0,6.7,4.7,1.0,116.6,115.2,0.59,100,0.52,0.471,0.362,0.743,39.6,22.5,12.6,6.6,4.0,0.4,115.2,114.9,0.594,1,01/28/2023
Portland Trail Blazers,Toronto Raptors,0022200751,105,0.479,0.48,0.376,0.785,43.2,24.6,15.4,6.7,4.3,0.7,115.2,114.6,0.595,123,0.44,0.452,0.334,0.788,43.0,23.5,12.0,9.4,5.4,0.3,114.0,113.7,0.554,0,01/28/2023
Atlanta Hawks,LA Clippers,0022200745,113,0.51,0.478,0.346,0.819,42.3,23.6,12.7,6.7,4.9,-0.4,113.1,113.7,0.573,120,0.529,0.47,0.38,0.766,44.4,23.2,14.8,6.6,4.8,0.3,112.3,112.0,0.579,0,01/28/2023
Minnesota Timberwolves,Sacramento Kings,0022200746,117,0.51,0.492,0.355,0.777,40.3,24.8,15.5,8.3,5.3,0.1,113.0,112.7,0.594,110,0.574,0.495,0.372,0.795,41.4,26.7,14.1,6.6,3.3,3.1,117.6,114.6,0.609,1,01/28/2023
New Orleans Pelicans,Washington Wizards,0022200747,103,0.531,0.478,0.358,0.778,43.8,25.5,15.1,8.4,4.3,2.3,113.6,111.3,0.58,113,0.458,0.479,0.349,0.776,44.2,25.2,13.8,6.8,5.3,-0.7,112.7,113.4,0.578,0,01/28/2023
Cleveland Cavaliers,LA Clippers,0022200754,122,0.588,0.482,0.362,0.778,43.3,24.8,14.3,6.9,4.3,4.4,114.2,109.8,0.587,99,0.538,0.471,0.382,0.768,44.3,23.3,14.8,6.6,4.8,0.5,112.5,112.1,0.581,1,01/29/2023
Milwaukee Bucks,New Orleans Pelicans,0022200755,135,0.653,0.46,0.36,0.739,47.6,24.5,15.2,6.7,5.0,1.7,112.0,110.3,0.57,110,0.52,0.477,0.356,0.779,43.7,25.4,15.0,8.4,4.3,2.0,113.4,111.4,0.578,1,01/29/2023
Charlotte Hornets,Miami Heat,0022200752,122,0.28,0.452,0.324,0.751,43.7,24.5,13.3,7.8,4.8,-6.4,108.9,115.6,0.544,117,0.56,0.453,0.335,0.826,42.4,24.1,13.8,8.7,3.0,0.4,110.8,110.7,0.563,1,01/29/2023
Memphis Grizzlies,Indiana Pacers,0022200753,112,0.633,0.468,0.347,0.713,47.5,24.7,14.1,8.0,5.8,4.1,113.8,109.7,0.56,100,0.471,0.458,0.363,0.799,41.1,25.8,14.9,7.9,5.8,-1.8,112.7,114.8,0.575,1,01/29/2023
Philadelphia 76ers,Orlando Magic,0022200756,109,0.667,0.483,0.385,0.826,40.9,25.4,14.1,8.1,4.9,3.9,115.7,111.6,0.601,119,0.38,0.474,0.353,0.791,42.6,22.9,15.4,6.9,4.7,-3.6,111.6,114.9,0.58,0,01/30/2023
San Antonio Spurs,Washington Wizards,0022200760,106,0.28,0.471,0.345,0.741,42.2,26.6,15.1,6.7,3.9,-9.3,110.6,120.1,0.558,127,0.469,0.478,0.348,0.776,44.4,25.1,13.9,6.8,5.4,-0.5,112.7,113.2,0.578,0,01/30/2023
Brooklyn Nets,Los Angeles Lakers,0022200757,121,0.612,0.51,0.394,0.786,40.7,26.7,14.7,7.0,6.9,2.8,115.6,112.5,0.614,104,0.46,0.482,0.336,0.788,43.4,24.1,13.6,6.4,4.6,-1.0,113.2,113.9,0.58,1,01/30/2023
Phoenix Suns,Toronto Raptors,0022200762,114,0.51,0.462,0.388,0.794,44.2,27.2,14.3,6.9,5.1,1.3,113.7,112.2,0.569,106,0.451,0.453,0.334,0.791,43.1,23.5,11.9,9.3,5.3,0.7,114.3,113.7,0.555,1,01/30/2023
Portland Trail Blazers,Atlanta Hawks,0022200763,129,0.469,0.481,0.374,0.785,42.9,24.5,15.3,6.6,4.3,0.3,115.2,114.9,0.596,125,0.5,0.478,0.344,0.819,42.4,23.6,12.7,6.8,4.8,-0.5,113.1,113.9,0.573,1,01/30/2023
Dallas Mavericks,Detroit Pistons,0022200761,111,0.51,0.47,0.362,0.743,39.5,22.6,12.6,6.6,4.0,0.3,115.0,114.9,0.594,105,0.255,0.455,0.357,0.775,41.8,22.4,14.6,7.2,3.6,-7.3,111.0,118.3,0.565,1,01/30/2023
Minnesota Timberwolves,Sacramento Kings,0022200758,111,0.519,0.493,0.357,0.777,40.4,24.8,15.5,8.2,5.3,0.2,113.1,112.7,0.595,118,0.563,0.494,0.37,0.794,41.3,26.7,14.0,6.5,3.2,2.9,117.5,114.8,0.608,0,01/30/2023
Oklahoma City Thunder,Golden State Warriors,0022200759,120,0.49,0.468,0.362,0.794,42.7,23.7,13.3,7.8,4.9,1.1,113.1,112.0,0.57,128,0.51,0.473,0.379,0.794,42.4,28.3,16.0,6.7,3.7,-0.1,113.3,113.4,0.595,0,01/30/2023
Chicago Bulls,LA Clippers,0022200766,103,0.469,0.489,0.366,0.816,41.7,23.9,13.4,7.5,4.6,0.0,112.7,112.8,0.588,108,0.528,0.47,0.379,0.77,44.3,23.2,14.8,6.6,4.7,0.0,112.4,112.4,0.579,0,01/31/2023
New York Knicks,Los Angeles Lakers,0022200765,123,0.529,0.458,0.345,0.773,47.6,22.6,13.2,6.3,4.2,1.9,115.1,113.4,0.564,129,0.451,0.48,0.337,0.783,43.6,24.1,13.6,6.3,4.5,-1.3,113.0,114.1,0.578,0,01/31/2023
Cleveland Cavaliers,Miami Heat,0022200764,97,0.596,0.484,0.367,0.777,43.1,25.0,14.3,6.9,4.3,4.7,114.4,109.7,0.589,100,0.549,0.453,0.334,0.825,42.2,24.1,13.8,8.8,3.0,0.3,111.0,111.0,0.563,0,01/31/2023
Milwaukee Bucks,Charlotte Hornets,0022200767,124,0.66,0.462,0.361,0.736,47.8,24.5,15.2,6.7,5.0,2.2,112.3,110.2,0.571,115,0.294,0.453,0.325,0.751,43.8,24.5,13.4,7.7,4.8,-6.2,109.2,115.6,0.546,1,01/31/2023
Denver Nuggets,New Orleans Pelicans,0022200768,122,0.68,0.508,0.396,0.745,43.1,28.8,15.1,7.5,4.5,3.8,117.4,113.4,0.607,113,0.51,0.476,0.357,0.778,43.6,25.4,14.9,8.4,4.3,1.5,113.2,111.7,0.577,1,01/31/2023
Philadelphia 76ers,Orlando Magic,0022200770,105,0.653,0.483,0.384,0.825,40.9,25.4,14.1,8.1,4.9,3.7,115.5,111.6,0.601,94,0.392,0.472,0.353,0.791,42.7,22.9,15.2,6.9,4.7,-3.3,111.6,114.7,0.579,1,02/01/2023
San Antonio Spurs,Sacramento Kings,0022200775,109,0.275,0.47,0.343,0.739,42.2,26.6,15.0,6.7,4.0,-9.5,110.5,120.2,0.557,119,0.571,0.493,0.369,0.792,41.4,26.5,14.0,6.7,3.2,2.9,117.3,114.5,0.607,0,02/01/2023
Boston Celtics,Brooklyn Nets,0022200772,139,0.706,0.472,0.37,0.83,44.2,26.0,13.4,6.4,5.4,5.4,116.6,110.9,0.598,96,0.62,0.509,0.394,0.786,40.9,26.6,14.6,7.1,6.9,3.1,115.7,112.3,0.613,1,02/01/2023
Phoenix Suns,Atlanta Hawks,0022200777,100,0.519,0.463,0.388,0.794,44.2,27.2,14.3,7.0,5.1,1.5,113.8,112.2,0.569,132,0.49,0.478,0.346,0.818,42.5,23.7,12.6,6.8,4.7,-0.6,113.5,114.3,0.573,0,02/01/2023
Houston Rockets,Oklahoma City Thunder,0022200773,112,0.24,0.45,0.327,0.751,46.6,22.2,17.0,7.2,4.8,-7.5,109.0,116.7,0.551,106,0.48,0.469,0.363,0.795,42.7,23.7,13.4,7.8,4.9,0.9,113.0,112.1,0.57,1,02/01/2023
Utah Jazz,Toronto Raptors,0022200776,131,0.5,0.473,0.368,0.784,43.9,25.7,15.1,6.8,4.8,1.2,116.6,115.1,0.59,128,0.442,0.453,0.333,0.792,43.2,23.5,11.9,9.3,5.3,0.5,114.3,113.8,0.555,1,02/01/2023
Minnesota Timberwolves,Golden State Warriors,0022200774,119,0.509,0.492,0.356,0.772,40.4,24.8,15.6,8.2,5.2,0.1,112.9,112.6,0.594,114,0.52,0.474,0.38,0.794,42.3,28.5,16.0,6.8,3.7,0.1,113.4,113.3,0.596,1,02/01/2023
Memphis Grizzlies,Portland Trail Blazers,0022200771,112,0.64,0.469,0.344,0.714,47.4,24.8,14.0,8.1,5.8,4.3,114.0,109.7,0.56,122,0.48,0.482,0.377,0.787,42.8,24.5,15.2,6.5,4.4,0.4,115.6,115.3,0.598,0,02/01/2023
Chicago Bulls,Charlotte Hornets,0022200781,114,0.46,0.489,0.368,0.814,41.9,23.9,13.5,7.4,4.6,-0.1,112.5,112.6,0.588,98,0.288,0.452,0.324,0.752,44.0,24.5,13.4,7.7,4.8,-6.2,109.0,115.5,0.545,1,02/02/2023
New York Knicks,Miami Heat,0022200780,106,0.519,0.458,0.342,0.775,47.5,22.6,13.1,6.3,4.2,1.7,115.1,113.6,0.564,104,0.558,0.453,0.336,0.822,42.4,24.1,13.8,8.7,3.0,0.3,110.9,110.8,0.563,1,02/02/2023
Cleveland Cavaliers,Memphis Grizzlies,0022200779,128,0.585,0.484,0.365,0.774,43.1,25.2,14.3,7.0,4.4,4.6,114.2,109.6,0.588,113,0.627,0.469,0.342,0.715,47.3,24.9,14.0,8.1,5.8,4.0,113.9,109.9,0.56,1,02/02/2023
Milwaukee Bucks,LA Clippers,0022200784,106,0.667,0.461,0.36,0.739,48.0,24.3,15.1,6.7,5.0,2.3,112.3,110.0,0.57,105,0.537,0.468,0.377,0.771,44.3,23.2,14.7,6.8,4.7,0.1,112.2,112.2,0.578,1,02/02/2023
Dallas Mavericks,New Orleans Pelicans,0022200782,111,0.519,0.471,0.361,0.742,39.5,22.5,12.6,6.6,4.0,0.4,115.1,114.9,0.594,106,0.5,0.477,0.356,0.779,43.4,25.4,14.9,8.5,4.3,1.3,113.2,111.9,0.578,1,02/02/2023
Indiana Pacers,Los Angeles Lakers,0022200778,111,0.462,0.458,0.361,0.8,41.1,25.7,15.0,7.8,5.8,-2.0,112.7,114.9,0.575,112,0.462,0.481,0.337,0.782,43.5,24.2,13.6,6.3,4.5,-1.2,113.1,114.1,0.579,0,02/02/2023
Denver Nuggets,Golden State Warriors,0022200783,134,0.686,0.508,0.397,0.746,43.1,28.8,15.1,7.5,4.5,3.9,117.4,113.3,0.607,117,0.51,0.473,0.379,0.794,42.5,28.2,15.9,6.7,3.7,0.0,113.1,113.1,0.595,1,02/02/2023
San Antonio Spurs,Philadelphia 76ers,0022200791,125,0.269,0.471,0.343,0.739,42.2,26.7,15.0,6.7,3.9,-9.6,110.4,120.1,0.558,137,0.66,0.482,0.385,0.827,41.0,25.5,14.2,8.1,4.9,3.8,115.2,111.3,0.601,0,02/03/2023
Boston Celtics,Phoenix Suns,0022200788,94,0.712,0.474,0.372,0.829,44.5,26.1,13.4,6.3,5.4,6.1,117.0,110.6,0.601,106,0.509,0.462,0.384,0.795,44.2,27.1,14.3,7.0,5.1,0.8,113.5,112.5,0.568,0,02/03/2023
Houston Rockets,Toronto Raptors,0022200789,111,0.255,0.449,0.327,0.751,46.9,22.2,17.0,7.2,4.9,-7.2,109.1,116.5,0.55,117,0.434,0.453,0.334,0.79,43.3,23.5,11.9,9.4,5.2,0.4,114.5,114.2,0.554,0,02/03/2023
Detroit Pistons,Charlotte Hornets,0022200785,118,0.25,0.455,0.357,0.774,41.8,22.3,14.6,7.2,3.6,-7.3,111.0,118.3,0.565,112,0.283,0.451,0.322,0.754,44.0,24.4,13.4,7.6,4.8,-6.4,108.9,115.5,0.544,1,02/03/2023
Utah Jazz,Atlanta Hawks,0022200792,108,0.509,0.474,0.368,0.786,44.0,25.7,15.1,6.7,4.9,1.2,116.8,115.3,0.592,115,0.5,0.48,0.351,0.818,42.5,23.8,12.6,6.8,4.7,0.0,113.8,114.0,0.575,0,02/03/2023
Indiana Pacers,Sacramento Kings,0022200786,107,0.453,0.459,0.362,0.801,41.2,25.8,15.0,7.8,5.8,-2.0,112.6,114.7,0.575,104,0.58,0.494,0.368,0.792,41.2,26.4,13.9,6.8,3.2,3.1,117.2,114.3,0.607,1,02/03/2023
Minnesota Timberwolves,Orlando Magic,0022200790,120,0.519,0.491,0.354,0.768,40.6,24.8,15.4,8.1,5.2,0.1,112.7,112.3,0.592,127,0.385,0.471,0.349,0.79,42.7,22.6,15.2,7.0,4.7,-3.4,111.3,114.5,0.577,0,02/03/2023
Washington Wizards,Portland Trail Blazers,0022200787,116,0.48,0.48,0.352,0.777,44.4,25.2,13.9,6.8,5.4,0.0,113.0,113.1,0.58,124,0.49,0.482,0.377,0.791,42.7,24.5,15.1,6.5,4.4,0.6,115.7,115.2,0.598,0,02/03/2023
Golden State Warriors,Dallas Mavericks,0022200800,119,0.5,0.474,0.381,0.791,42.5,28.2,16.0,6.7,3.7,-0.3,113.1,113.5,0.595,113,0.528,0.47,0.361,0.743,39.5,22.4,12.5,6.7,4.0,0.5,115.1,114.8,0.593,1,02/04/2023
Chicago Bulls,Portland Trail Blazers,0022200796,129,0.471,0.489,0.369,0.814,41.9,23.9,13.5,7.5,4.6,0.2,112.6,112.4,0.589,121,0.5,0.482,0.378,0.793,42.7,24.5,15.0,6.4,4.4,0.7,116.0,115.4,0.599,1,02/04/2023
New York Knicks,LA Clippers,0022200795,128,0.528,0.459,0.342,0.775,47.5,22.7,13.2,6.4,4.1,1.7,115.0,113.5,0.564,134,0.527,0.467,0.376,0.77,44.4,23.0,14.6,6.8,4.7,0.1,112.1,112.0,0.577,0,02/04/2023
Brooklyn Nets,Washington Wizards,0022200793,125,0.608,0.507,0.39,0.787,40.7,26.5,14.5,7.1,6.8,2.2,115.4,112.9,0.611,123,0.471,0.48,0.352,0.78,44.4,25.3,13.9,6.8,5.4,-0.2,113.2,113.4,0.581,1,02/04/2023
Detroit Pistons,Phoenix Suns,0022200794,100,0.264,0.456,0.359,0.773,41.9,22.4,14.8,7.2,3.6,-7.1,111.0,118.0,0.566,116,0.519,0.461,0.384,0.796,44.4,27.2,14.2,7.0,5.1,1.0,113.4,112.2,0.567,0,02/04/2023
Milwaukee Bucks,Miami Heat,0022200797,123,0.673,0.46,0.358,0.738,48.1,24.2,15.0,6.6,4.9,2.3,112.1,109.8,0.569,115,0.547,0.453,0.337,0.822,42.2,24.1,13.8,8.7,3.0,0.3,110.9,110.9,0.563,1,02/04/2023
Denver Nuggets,Atlanta Hawks,0022200801,128,0.692,0.509,0.398,0.747,43.0,29.0,15.1,7.6,4.4,4.2,117.7,113.4,0.608,108,0.509,0.479,0.349,0.817,42.7,23.9,12.5,6.8,4.7,0.1,113.8,113.9,0.574,1,02/04/2023
New Orleans Pelicans,Los Angeles Lakers,0022200798,131,0.491,0.477,0.355,0.78,43.6,25.5,15.0,8.4,4.3,1.2,113.1,111.9,0.577,126,0.472,0.481,0.336,0.78,43.6,24.2,13.6,6.3,4.5,-1.1,113.0,113.9,0.578,1,02/04/2023
Oklahoma City Thunder,Houston Rockets,0022200799,153,0.471,0.467,0.361,0.795,42.8,23.6,13.3,7.9,4.9,0.8,112.9,112.1,0.568,121,0.25,0.45,0.327,0.75,46.8,22.2,17.0,7.1,4.9,-7.2,109.1,116.5,0.551,1,02/04/2023
New York Knicks,Philadelphia 76ers,0022200804,108,0.519,0.459,0.344,0.775,47.4,22.8,13.1,6.3,4.1,1.6,115.1,113.7,0.565,97,0.667,0.483,0.386,0.825,40.9,25.5,14.2,8.1,4.8,4.0,115.6,111.5,0.602,1,02/05/2023
Indiana Pacers,Cleveland Cavaliers,0022200803,103,0.463,0.459,0.363,0.8,41.3,25.8,15.1,7.9,5.8,-1.9,112.3,114.5,0.575,122,0.593,0.485,0.367,0.773,43.0,25.3,14.3,7.0,4.4,4.8,114.4,109.7,0.589,0,02/05/2023
Minnesota Timberwolves,Denver Nuggets,0022200806,128,0.509,0.49,0.354,0.769,40.5,24.7,15.5,8.1,5.3,0.0,112.7,112.5,0.593,98,0.698,0.509,0.398,0.748,43.0,29.0,15.0,7.7,4.4,4.5,117.9,113.2,0.608,1,02/05/2023
Charlotte Hornets,Orlando Magic,0022200802,113,0.278,0.451,0.321,0.754,43.9,24.3,13.4,7.8,4.7,-6.4,108.8,115.4,0.544,119,0.396,0.472,0.351,0.787,42.7,22.6,15.3,7.1,4.6,-3.2,111.5,114.5,0.578,0,02/05/2023
Memphis Grizzlies,Toronto Raptors,0022200805,103,0.615,0.469,0.343,0.719,47.2,24.8,14.1,8.1,5.8,3.6,113.9,110.2,0.56,106,0.444,0.453,0.336,0.789,43.3,23.5,11.8,9.4,5.3,0.5,114.6,114.2,0.555,0,02/05/2023
New Orleans Pelicans,Sacramento Kings,0022200807,136,0.5,0.478,0.354,0.782,43.6,25.5,14.9,8.4,4.2,1.2,113.4,112.1,0.578,104,0.569,0.493,0.367,0.793,41.3,26.4,14.0,6.7,3.2,3.0,116.9,114.1,0.606,1,02/05/2023
Washington Wizards,Cleveland Cavaliers,0022200809,91,0.462,0.48,0.354,0.78,44.2,25.2,13.9,6.8,5.3,-0.2,113.3,113.6,0.581,114,0.6,0.486,0.368,0.776,43.1,25.5,14.3,7.0,4.4,5.1,114.6,109.6,0.59,0,02/06/2023
Detroit Pistons,Boston Celtics,0022200808,99,0.259,0.456,0.359,0.77,41.8,22.4,14.8,7.2,3.6,-7.2,110.9,118.1,0.566,111,0.698,0.473,0.37,0.829,44.5,25.9,13.4,6.3,5.3,5.8,116.6,110.6,0.6,0,02/06/2023
Brooklyn Nets,LA Clippers,0022200810,116,0.615,0.507,0.391,0.789,40.7,26.3,14.5,7.0,6.9,2.2,115.5,113.0,0.611,124,0.536,0.467,0.378,0.773,44.3,23.0,14.5,6.8,4.7,0.2,112.3,112.2,0.578,0,02/06/2023
Chicago Bulls,San Antonio Spurs,0022200811,128,0.481,0.491,0.371,0.814,41.8,24.1,13.5,7.4,4.5,0.3,112.9,112.7,0.591,104,0.264,0.473,0.343,0.742,42.0,26.7,15.1,6.7,3.9,-9.6,110.7,120.4,0.56,1,02/06/2023
Houston Rockets,Sacramento Kings,0022200812,120,0.245,0.451,0.327,0.751,46.6,22.3,16.9,7.1,5.0,-7.6,109.3,117.1,0.552,140,0.558,0.492,0.365,0.794,41.3,26.3,14.0,6.7,3.3,2.3,116.7,114.6,0.605,0,02/06/2023
Utah Jazz,Dallas Mavericks,0022200813,111,0.5,0.474,0.366,0.785,44.1,25.6,15.1,6.7,4.8,1.1,116.7,115.3,0.591,124,0.519,0.47,0.361,0.744,39.5,22.4,12.5,6.7,3.9,0.4,115.0,114.9,0.593,0,02/06/2023
Golden State Warriors,Oklahoma City Thunder,0022200814,141,0.509,0.475,0.381,0.791,42.4,28.3,15.9,6.7,3.7,-0.2,113.3,113.5,0.596,114,0.481,0.469,0.363,0.797,42.8,23.9,13.2,7.9,4.9,1.4,113.5,112.2,0.571,1,02/06/2023
Portland Trail Blazers,Milwaukee Bucks,0022200815,108,0.491,0.483,0.377,0.795,42.5,24.5,14.9,6.4,4.3,0.6,116.1,115.7,0.599,127,0.679,0.461,0.358,0.735,48.1,24.1,14.9,6.6,4.9,2.4,112.2,109.9,0.57,0,02/06/2023
Los Angeles Lakers,Oklahoma City Thunder,0022200821,130,0.463,0.481,0.336,0.78,43.6,24.3,13.5,6.3,4.4,-1.2,113.2,114.2,0.578,133,0.472,0.469,0.363,0.795,42.6,23.8,13.2,7.9,4.9,0.9,113.5,112.6,0.571,0,02/07/2023
Brooklyn Nets,Phoenix Suns,0022200817,112,0.604,0.506,0.393,0.79,40.7,26.2,14.5,6.9,6.9,2.0,115.5,113.1,0.612,116,0.527,0.463,0.385,0.793,44.4,27.3,14.3,7.0,5.0,1.3,113.5,112.1,0.568,0,02/07/2023
Orlando Magic,New York Knicks,0022200816,98,0.407,0.471,0.351,0.789,42.9,22.7,15.2,7.0,4.6,-3.1,111.6,114.5,0.578,102,0.527,0.459,0.344,0.774,47.5,22.8,13.1,6.3,4.1,1.8,115.0,113.5,0.565,0,02/07/2023
Denver Nuggets,Minnesota Timberwolves,0022200820,146,0.685,0.508,0.396,0.749,42.9,28.8,15.1,7.6,4.4,3.9,117.4,113.4,0.608,112,0.518,0.491,0.354,0.769,40.4,24.8,15.4,8.1,5.2,0.5,112.9,112.1,0.593,1,02/07/2023
Memphis Grizzlies,Chicago Bulls,0022200819,104,0.604,0.469,0.344,0.719,47.2,24.8,14.2,8.1,5.9,3.5,113.7,110.1,0.561,89,0.491,0.493,0.369,0.816,41.9,24.1,13.5,7.5,4.6,0.8,113.0,112.3,0.592,1,02/07/2023
New Orleans Pelicans,Atlanta Hawks,0022200818,116,0.509,0.48,0.357,0.781,43.7,25.5,14.8,8.4,4.2,1.8,113.9,112.0,0.58,107,0.5,0.479,0.348,0.817,42.7,23.9,12.5,6.8,4.8,-0.2,113.6,114.1,0.574,1,02/07/2023
Washington Wizards,Charlotte Hornets,0022200823,118,0.453,0.479,0.351,0.78,44.1,25.1,13.9,6.8,5.3,-0.7,113.0,113.6,0.58,104,0.273,0.452,0.322,0.749,43.8,24.4,13.4,7.8,4.8,-6.4,108.9,115.5,0.545,1,02/08/2023
Toronto Raptors,San Antonio Spurs,0022200826,112,0.455,0.453,0.335,0.787,43.3,23.5,11.8,9.4,5.2,0.6,114.5,114.0,0.554,98,0.259,0.473,0.343,0.745,41.9,26.7,15.1,6.7,3.8,-9.8,110.4,120.4,0.559,1,02/08/2023
Boston Celtics,Philadelphia 76ers,0022200824,106,0.704,0.473,0.371,0.829,44.6,26.0,13.4,6.2,5.3,5.9,116.6,110.5,0.6,99,0.654,0.482,0.385,0.825,41.0,25.5,14.1,8.1,4.8,3.7,115.3,111.5,0.601,1,02/08/2023
Miami Heat,Indiana Pacers,0022200825,116,0.537,0.453,0.336,0.822,42.3,24.1,13.6,8.7,3.0,0.1,111.0,111.0,0.562,111,0.455,0.458,0.361,0.798,41.3,25.8,15.0,7.8,5.8,-2.2,112.2,114.6,0.573,1,02/08/2023
Houston Rockets,Sacramento Kings,0022200827,128,0.241,0.452,0.328,0.751,46.4,22.4,16.9,7.0,4.9,-7.9,109.5,117.6,0.553,130,0.566,0.493,0.368,0.794,41.2,26.5,14.0,6.7,3.3,2.6,117.2,114.7,0.607,0,02/08/2023
Utah Jazz,Minnesota Timberwolves,0022200828,118,0.491,0.474,0.364,0.787,44.0,25.6,15.1,6.6,4.8,0.8,116.6,115.5,0.59,143,0.509,0.491,0.353,0.77,40.3,24.8,15.4,8.0,5.2,-0.1,112.8,112.6,0.593,0,02/08/2023
Cleveland Cavaliers,Detroit Pistons,0022200822,113,0.607,0.487,0.369,0.774,43.1,25.5,14.4,7.1,4.5,5.4,114.7,109.3,0.591,85,0.255,0.455,0.358,0.77,41.8,22.4,14.7,7.3,3.6,-7.3,110.8,118.0,0.565,1,02/08/2023
LA Clippers,Dallas Mavericks,0022200829,104,0.544,0.468,0.378,0.773,44.4,23.0,14.4,6.9,4.7,0.3,112.5,112.2,0.578,110,0.527,0.47,0.361,0.746,39.7,22.5,12.6,6.7,3.9,0.6,115.2,114.9,0.594,0,02/08/2023
Portland Trail Blazers,Golden State Warriors,0022200830,125,0.481,0.481,0.374,0.796,42.2,24.5,14.8,6.3,4.3,0.2,115.8,115.8,0.598,122,0.519,0.477,0.384,0.789,42.4,28.5,15.9,6.7,3.7,0.3,113.7,113.4,0.598,1,02/08/2023
Los Angeles Lakers,Milwaukee Bucks,0022200834,106,0.455,0.482,0.338,0.778,43.5,24.3,13.6,6.3,4.4,-1.2,113.2,114.3,0.58,115,0.685,0.463,0.359,0.737,48.2,24.2,14.9,6.5,4.9,2.7,112.4,109.7,0.572,0,02/09/2023
Brooklyn Nets,Chicago Bulls,0022200833,116,0.593,0.506,0.392,0.792,40.6,26.2,14.6,7.0,6.8,1.8,115.4,113.1,0.611,105,0.481,0.49,0.365,0.812,42.0,24.1,13.6,7.5,4.5,0.5,112.5,112.2,0.589,1,02/09/2023
Orlando Magic,Denver Nuggets,0022200831,115,0.4,0.471,0.349,0.788,42.9,22.7,15.2,7.0,4.6,-3.1,111.6,114.5,0.577,104,0.691,0.511,0.397,0.749,42.9,29.0,15.1,7.7,4.5,4.4,117.8,113.3,0.61,1,02/09/2023
Atlanta Hawks,Phoenix Suns,0022200832,116,0.491,0.479,0.348,0.816,42.7,24.0,12.5,6.8,4.8,-0.4,113.6,114.2,0.574,107,0.536,0.463,0.383,0.792,44.5,27.3,14.3,7.1,5.0,1.4,113.5,112.0,0.568,1,02/09/2023
Philadelphia 76ers,New York Knicks,0022200837,119,0.642,0.481,0.384,0.824,41.0,25.4,14.0,8.1,4.8,3.5,115.2,111.7,0.6,108,0.536,0.459,0.344,0.773,47.5,22.8,13.1,6.3,4.0,1.8,115.0,113.4,0.565,1,02/10/2023
Indiana Pacers,Phoenix Suns,0022200836,104,0.446,0.459,0.363,0.796,41.1,25.8,15.0,7.8,5.8,-2.3,112.3,114.8,0.574,117,0.526,0.463,0.381,0.791,44.3,27.3,14.2,7.2,5.1,1.2,113.4,112.1,0.568,0,02/10/2023
Boston Celtics,Charlotte Hornets,0022200838,127,0.709,0.474,0.374,0.828,44.7,26.0,13.4,6.2,5.3,5.9,116.6,110.5,0.6,116,0.268,0.452,0.321,0.75,43.8,24.4,13.3,7.9,4.8,-6.5,108.9,115.6,0.544,1,02/10/2023
Toronto Raptors,Utah Jazz,0022200839,116,0.464,0.454,0.335,0.787,43.4,23.4,11.9,9.4,5.3,0.8,114.3,113.6,0.554,122,0.482,0.473,0.364,0.788,44.1,25.6,14.9,6.5,4.8,0.4,116.6,116.0,0.589,0,02/10/2023
Detroit Pistons,San Antonio Spurs,0022200835,138,0.25,0.454,0.356,0.772,41.7,22.4,14.7,7.3,3.7,-7.7,110.5,118.1,0.564,131,0.255,0.472,0.341,0.744,41.8,26.6,15.1,6.8,3.8,-9.9,110.1,120.1,0.558,1,02/10/2023
Memphis Grizzlies,Minnesota Timberwolves,0022200841,128,0.611,0.469,0.344,0.719,47.1,24.8,14.2,8.2,5.9,3.7,113.5,109.7,0.561,107,0.517,0.493,0.357,0.771,40.4,24.9,15.4,8.0,5.3,0.4,113.3,112.6,0.595,1,02/10/2023
Miami Heat,Houston Rockets,0022200840,97,0.545,0.453,0.335,0.825,42.4,24.1,13.6,8.7,3.0,0.2,111.2,111.1,0.563,95,0.236,0.454,0.33,0.753,46.4,22.4,16.9,7.0,5.0,-7.8,109.8,117.8,0.555,1,02/10/2023
Sacramento Kings,Dallas Mavericks,0022200844,114,0.574,0.494,0.367,0.797,41.0,26.6,13.9,6.8,3.3,2.6,117.4,114.9,0.607,122,0.536,0.471,0.363,0.745,39.8,22.6,12.7,6.7,3.9,0.7,115.2,114.7,0.594,0,02/10/2023
